ID,OPTYPE,N_RETURNEES,N_FX_STAFF,N_ESC_OBS_MED,N_ESC,N_ESC_LEAD,N_MEDS,N_OBS,N_MONITORS,N_MONITORS_POOL,FX_CONTRIB
2017_242,CRO,25,NA,NA,31,1,NA,2,NA,NA,61200.6
2017_243,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017_244,CRO,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2017_245,NRO,30,NA,NA,NA,NA,NA,NA,NA,NA,74265.12
2017_246,NRO,43,NA,NA,NA,NA,NA,NA,NA,NA,61200.6
2017_247,NRO,30,NA,NA,NA,NA,NA,NA,NA,NA,44339
2017_248,JRO,5,NA,22,NA,NA,NA,NA,2,NA,43006.85
2017_249,JRO,8,1,3,3,NA,NA,NA,2,NA,116183.04
2017_25,JRO,91,NA,78,NA,NA,NA,NA,2,NA,180220.77
2017_250,JRO,25,NA,64,NA,NA,NA,NA,1,NA,70249.19
2017_251,JRO,9,1,19,NA,NA,NA,NA,1,NA,15484.3
2017_252,JRO,32,1,147,NA,NA,NA,NA,1,NA,NA
2017_253,JRO,43,1,146,102,NA,NA,NA,2,NA,541711.3
2017_254,NRO,30,NA,NA,NA,NA,NA,NA,NA,NA,39996
2017_255,JRO,29,1,103,51,NA,NA,NA,3,NA,483485.38
2017_256,JRO,50,1,97,NA,NA,NA,NA,2,NA,454638.48
2017_257,CRO,30,1,NA,30,NA,NA,1,1,NA,65059.77
2017_258,NRO,150,NA,NA,NA,NA,NA,NA,NA,NA,65059.77
2017_259,JRO,35,1,21,NA,NA,NA,NA,1,NA,70323.26
2017_26,JRO,107,NA,41,NA,NA,NA,NA,NA,NA,113208.84
2017_260,NRO,30,NA,NA,NA,NA,NA,NA,NA,NA,70323.26
2017_261,JRO,5,NA,22,NA,NA,NA,NA,NA,NA,43006.85
2017_262,JRO,31,NA,60,NA,NA,NA,NA,NA,NA,168438.09
2017_263,CRO,30,1,NA,31,1,NA,1,1,NA,63652.17
2017_264,JRO,7,1,33,NA,NA,NA,NA,1,NA,108379.22
2017_265,NRO,9,NA,NA,NA,NA,NA,NA,1,NA,108379.22
2017_266,JRO,21,1,126,NA,NA,NA,NA,1,NA,360531.33
2017_267,JRO,44,NA,42,NA,NA,NA,NA,NA,NA,93334.5
2017_268,CRO,45,1,NA,24,1,NA,1,1,NA,105609
2017_269,CRO,31,1,NA,31,NA,NA,NA,1,NA,64629.23
2017_27,NRO,15,NA,NA,NA,NA,NA,NA,NA,NA,113208.84
2017_270,CRO,63,1,NA,35,2,NA,1,1,NA,126736.46
2017_271,JRO,14,NA,34,NA,NA,NA,NA,2,NA,194240.58
2017_272,JRO,138,1,43,43,NA,NA,NA,1,NA,93950.02
2017_273,NRO,6,NA,NA,NA,NA,NA,NA,1,NA,49208.41
2017_274,NRO,114,NA,NA,NA,NA,NA,NA,NA,NA,90393.56
2017_275,NRO,15,NA,NA,NA,NA,NA,NA,NA,NA,45475
2017_276,JRO,82,1,38,NA,NA,NA,NA,1,NA,65809.47
2017_277,JRO,21,1,42,NA,NA,NA,NA,2,NA,60280.07
2017_278,JRO,2,1,14,NA,NA,NA,NA,1,NA,64948.2
2017_279,JRO,4,NA,8,NA,NA,NA,NA,2,NA,29399.71
2017_28,JRO,9,NA,26,NA,NA,NA,NA,NA,NA,11787.87
2017_280,NRO,14,NA,NA,NA,NA,NA,NA,NA,NA,178118.14
2017_281,CRO,31,1,NA,29,1,NA,1,1,NA,63163.67
2017_282,NRO,4,NA,NA,NA,NA,NA,NA,1,NA,101139.61
2017_283,NRO,37,NA,NA,NA,NA,NA,NA,NA,NA,41309
2017_284,JRO,22,NA,22,NA,NA,NA,NA,NA,NA,15899.37
2017_285,NRO,36,NA,NA,NA,NA,NA,NA,NA,NA,66660
2017_286,NRO,15,NA,NA,NA,NA,NA,NA,NA,NA,39119.85
2017_287,JRO,66,NA,30,NA,NA,NA,NA,NA,NA,52177.79
2017_288,JRO,13,NA,37,NA,NA,NA,NA,1,NA,121774.8
2017_289,JRO,34,1,144,NA,NA,NA,NA,2,NA,475056.96
2017_29,JRO,39,NA,22,NA,NA,NA,NA,NA,NA,55285.79
2017_290,JRO,20,NA,69,NA,NA,NA,NA,1,NA,65294.59
2017_291,CRO,31,1,NA,29,2,NA,5,1,NA,54572.87
2017_292,NRO,40,NA,NA,NA,NA,NA,NA,NA,NA,40349.5
2017_293,NRO,40,NA,NA,NA,NA,NA,NA,NA,NA,45551
2017_294,CRO,46,1,NA,39,2,NA,1,3,NA,4242.55
2017_295,JRO,46,NA,58,NA,NA,NA,NA,1,NA,81644.28
2017_296,CRO,31,2,NA,31,NA,NA,NA,2,NA,53649.18
2017_297,JRO,112,NA,53,53,NA,NA,NA,1,NA,98888.1
2017_298,NRO,32,NA,NA,NA,NA,NA,NA,NA,NA,39541.5
2017_299,JRO,28,1,92,NA,NA,NA,NA,2,NA,6575.52
2017_3,NRO,2,NA,NA,NA,NA,NA,NA,NA,NA,82789.44
2017_30,JRO,3,NA,10,NA,NA,NA,NA,NA,NA,136150.98
2017_300,NRO,40,NA,NA,NA,NA,NA,NA,NA,NA,49490
2017_301,JRO,36,1,86,45,NA,NA,NA,1,NA,177948.6
2017_302,NRO,8,NA,NA,NA,NA,NA,NA,NA,NA,39119.85
2017_303,CRO,30,1,NA,29,2,NA,1,1,NA,55496.73
2017_304,JRO,72,1,232,93,NA,NA,NA,2,NA,477819.67
2017_305,JRO,40,1,111,NA,NA,NA,NA,NA,NA,NA
2017_306,NRO,40,NA,NA,NA,NA,NA,NA,NA,NA,38178
2017_307,NRO,39,NA,NA,NA,NA,NA,NA,NA,NA,38178
2017_308,JRO,116,NA,50,50,NA,NA,NA,1,NA,156520.29
2017_309,JRO,109,NA,48,48,NA,NA,NA,1,NA,100112.62
2017_31,CRO,49,1,NA,34,NA,NA,NA,3,NA,68365.72
2017_310,JRO,19,2,92,44,NA,NA,NA,2,NA,439803.26
2017_311,CRO,15,1,NA,23,1,NA,2,2,NA,84852.19
2017_312,JRO,117,NA,45,45,NA,NA,NA,1,NA,158007.85
2017_313,JRO,53,NA,89,NA,NA,NA,NA,2,NA,392338.82
2017_314,JRO,17,NA,34,NA,NA,NA,NA,1,NA,63098.71
2017_315,CRO,28,1,NA,27,2,NA,3,1,NA,53674.92
2017_316,NRO,36,NA,NA,NA,NA,NA,NA,NA,NA,316051.76
2017_317,NRO,40,NA,NA,NA,NA,NA,NA,NA,NA,44429
2017_318,NRO,13,NA,NA,NA,NA,NA,NA,NA,NA,44040.7
2017_319,NRO,10,NA,NA,NA,NA,NA,NA,NA,NA,42422.1
2017_32,NRO,15,NA,NA,NA,NA,NA,NA,NA,NA,55285.79
2017_320,NRO,40,NA,NA,NA,NA,NA,NA,NA,NA,38369.9
2017_321,NRO,35,NA,NA,NA,NA,NA,NA,1,NA,170730
2017_322,JRO,28,NA,122,NA,NA,NA,NA,3,NA,384947.21
2017_323,CRO,31,1,NA,27,2,NA,3,1,NA,53646.5
2017_324,NRO,27,1,NA,NA,NA,NA,NA,NA,NA,169287.99
2017_325,NRO,37,NA,NA,NA,NA,NA,NA,NA,NA,39137.5
2017_326,JRO,18,1,119,NA,NA,NA,NA,1,NA,412933.29
2017_327,NRO,40,NA,NA,NA,NA,NA,NA,NA,NA,33330
2017_328,JRO,50,1,124,NA,NA,NA,NA,3,NA,311934.04
2017_329,JRO,75,NA,35,NA,NA,NA,NA,1,NA,NA
2017_33,JRO,58,1,163,NA,NA,NA,NA,5,NA,382211.28
2017_330,CRO,58,1,NA,41,3,NA,NA,1,NA,114294
2017_331,JRO,4,1,18,NA,NA,NA,NA,1,NA,33195.55
2017_332,JRO,25,NA,69,NA,NA,NA,NA,1,NA,NA
2017_333,CRO,31,1,NA,27,2,NA,2,1,NA,50462.12
2017_334,NRO,125,NA,NA,NA,NA,NA,NA,NA,NA,152876.19
2017_335,NRO,30,NA,NA,NA,NA,NA,NA,NA,NA,60600
2017_336,NRO,53,NA,NA,NA,NA,NA,NA,NA,NA,65833.06
2017_337,NRO,36,NA,NA,NA,NA,NA,NA,NA,NA,38279
2017_338,JRO,94,NA,38,38,NA,NA,NA,1,NA,NA
2017_339,JRO,20,1,79,NA,NA,NA,NA,2,NA,365622
2017_34,JRO,89,NA,88,34,NA,NA,NA,3,NA,NA
2017_340,NRO,40,NA,NA,NA,NA,NA,NA,NA,NA,48076
2017_341,JRO,65,NA,73,NA,NA,NA,NA,1,NA,207459.85
2017_342,NRO,30,NA,NA,NA,NA,NA,NA,NA,NA,65134.9
2017_343,CRO,31,1,NA,NA,NA,NA,NA,1,NA,50546.87
2017_344,NRO,4,NA,NA,NA,NA,NA,NA,1,NA,104021.89
2017_35,JRO,72,NA,44,44,NA,NA,NA,1,NA,83080.59
2017_36,JRO,103,NA,33,33,NA,NA,NA,1,NA,77795.9
2017_37,JRO,39,NA,49,NA,NA,NA,NA,1,NA,88507.56
2017_38,JRO,122,NA,30,NA,NA,NA,NA,1,NA,74759.49
2017_39,NRO,18,NA,NA,NA,NA,NA,NA,NA,NA,40997.88
2017_4,JRO,6,NA,22,NA,NA,NA,NA,NA,NA,205999.26
2017_40,NRO,14,NA,NA,NA,NA,NA,NA,NA,NA,74759.49
2017_41,JRO,43,NA,110,73,NA,NA,NA,1,NA,232091.18
2017_42,JRO,43,NA,134,NA,NA,NA,NA,2,NA,264844.21
2017_43,NRO,3,NA,NA,NA,NA,NA,NA,NA,NA,98126.51
2017_44,NRO,27,NA,NA,NA,NA,NA,NA,NA,NA,53560
2017_45,JRO,73,NA,64,28,NA,NA,NA,NA,NA,152172.32
2017_46,JRO,84,NA,29,NA,NA,NA,NA,NA,NA,57557.31
2017_47,NRO,16,NA,NA,NA,NA,NA,NA,2,NA,152172.32
2017_48,CRO,64,1,NA,22,NA,NA,NA,1,NA,45466.27
2017_49,NRO,16,NA,NA,NA,NA,NA,NA,NA,NA,45466.27
2017_5,NRO,15,NA,NA,NA,NA,NA,NA,NA,NA,61132.78
2017_50,JRO,12,NA,50,NA,NA,NA,NA,1,NA,99961.49
2017_51,NRO,109,NA,NA,NA,NA,NA,NA,NA,NA,99697.09
2017_52,NRO,30,NA,NA,NA,NA,NA,NA,NA,NA,40994
2017_53,JRO,179,NA,38,38,NA,NA,NA,1,NA,89378.45
2017_54,NRO,10,NA,NA,NA,NA,NA,NA,3,NA,6843.02
2017_55,NRO,37,NA,NA,NA,NA,NA,NA,NA,NA,138659.23
2017_56,JRO,60,NA,154,NA,NA,NA,NA,3,NA,418161.61
2017_57,JRO,65,NA,27,NA,NA,NA,NA,NA,NA,54087.34
2017_58,NRO,22,NA,NA,NA,NA,NA,NA,NA,NA,61132.76
2017_59,NRO,15,NA,NA,NA,NA,NA,NA,NA,NA,418161.61
2017_6,JRO,42,NA,25,NA,NA,NA,NA,NA,NA,54203
2017_60,NRO,20,NA,NA,NA,NA,NA,NA,NA,NA,59225
2017_61,JRO,23,NA,20,NA,NA,NA,NA,1,NA,108990
2017_62,NRO,26,NA,NA,NA,NA,NA,NA,NA,NA,40994
2017_63,JRO,45,NA,39,NA,NA,NA,NA,1,NA,97114.68
2017_64,JRO,53,NA,75,NA,NA,NA,NA,1,NA,188515.69
2017_65,JRO,54,NA,66,NA,NA,NA,NA,2,NA,455178.56
2017_66,JRO,14,NA,65,30,NA,NA,NA,NA,NA,178112.58
2017_67,NRO,6,NA,NA,NA,NA,NA,NA,1,NA,188515.69
2017_68,NRO,16,NA,NA,NA,NA,NA,NA,NA,NA,6843.02
2017_69,JRO,71,NA,52,NA,NA,NA,NA,1,NA,131298.33
2017_7,NRO,41,NA,NA,NA,NA,NA,NA,1,NA,105597.88
2017_70,NRO,127,NA,NA,NA,NA,NA,NA,NA,NA,93223
2017_71,NRO,14,NA,NA,NA,NA,NA,NA,NA,NA,33990
2017_72,JRO,70,NA,31,NA,NA,NA,NA,1,NA,51811.28
2017_73,JRO,137,NA,43,43,NA,NA,NA,1,NA,118210.39
2017_74,NA,50,2,NA,33,1,NA,NA,NA,NA,60385.41
2017_75,CRO,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2017_76,NRO,127,NA,NA,NA,NA,NA,NA,NA,NA,93223
2017_77,JRO,25,NA,66,NA,NA,NA,NA,2,NA,68695.05
2017_78,NRO,29,NA,NA,NA,NA,NA,NA,1,NA,39792.06
2017_79,NRO,90,NA,NA,NA,NA,NA,NA,NA,NA,64609.7
2017_8,JRO,87,NA,88,52,NA,NA,NA,2,NA,178384.28
2017_80,NRO,16,NA,NA,NA,NA,NA,NA,NA,NA,37878
2017_81,JRO,30,3,117,38,NA,NA,NA,2,NA,323973.46
2017_82,NRO,15,NA,NA,NA,NA,NA,NA,NA,NA,325622.54
2017_83,NRO,30,NA,NA,NA,NA,NA,NA,NA,NA,45320
2017_84,JRO,29,NA,89,NA,NA,NA,NA,2,NA,272159.75
2017_85,JRO,70,NA,32,32,NA,NA,NA,1,NA,94589.6
2017_86,JRO,36,1,132,NA,NA,NA,NA,2,NA,363377.79
2017_87,JRO,11,NA,28,NA,NA,NA,NA,1,NA,110137.26
2017_88,NRO,10,NA,NA,NA,NA,NA,NA,1,NA,190026.69
2017_89,JRO,29,NA,19,NA,NA,NA,NA,NA,NA,53445.81
2017_9,NRO,119,NA,NA,NA,NA,NA,NA,NA,NA,59125.4
2017_90,NRO,40,NA,NA,NA,NA,NA,NA,NA,NA,142370.29
2017_91,JRO,18,NA,30,NA,NA,NA,NA,NA,NA,39322.11
2017_92,NRO,17,NA,NA,NA,NA,NA,NA,NA,NA,39322.11
2017_93,JRO,50,1,151,NA,NA,NA,NA,1,NA,390032.57
2017_94,JRO,76,NA,39,NA,NA,NA,NA,NA,NA,74331.16
2017_95,NRO,151,NA,NA,NA,NA,NA,NA,NA,NA,59387.84
2017_96,CRO,30,1,NA,33,1,NA,NA,2,NA,65406.07
2017_97,NRO,23,NA,NA,NA,NA,NA,NA,NA,NA,55620
2017_98,JRO,24,1,87,NA,NA,NA,NA,2,NA,306243.68
2017_99,NRO,16,NA,NA,NA,NA,NA,NA,NA,NA,306253.68
2018_1,NRO,28,NA,80,80,NA,2,NA,NA,NA,57347.8
2018_10,JRO,9,1,28,26,2,2,NA,1,NA,103033.53
2018_100,NRO,66,NA,32,31,1,4,NA,NA,NA,72530.45
2018_101,CRO,22,NA,34,29,1,2,2,1,NA,45726.63
2018_102,NRO,3,NA,8,7,1,1,NA,1,NA,104060.2
2018_103,JRO,51,1,150,141,9,NA,NA,1,NA,534203.2899999999
2018_104,NRO,54,NA,29,28,1,2,NA,NA,NA,138749.79
2018_105,NRO,32,NA,76,76,NA,NA,NA,NA,NA,53025
2018_106,NRO,36,NA,86,85,1,2,NA,NA,NA,41105.99
2018_107,NRO,21,1,43,42,1,1,NA,NA,NA,148529.19
2018_108,JRO,32,NA,59,56,3,NA,NA,3,NA,198463.49
2018_109,CRO,28,1,31,30,1,2,NA,1,NA,44617.34
2018_11,CRO,23,1,30,29,1,1,NA,1,NA,54028.46
2018_110,NRO,10,NA,15,15,NA,1,NA,NA,NA,39868.34
2018_111,NRO,38,NA,77,77,NA,2,NA,NA,NA,43935
2018_112,NRO,25,NA,67,67,NA,2,NA,NA,NA,67670
2018_113,CRO,21,1,31,30,1,2,NA,2,NA,44673.33
2018_114,JRO,132,NA,38,37,1,2,NA,1,NA,101211.26
2018_115,NRO,27,NA,59,59,NA,2,NA,NA,NA,96960
2018_116,NRO,23,NA,83,83,NA,NA,NA,NA,NA,68579
2018_117,JRO,21,2,73,69,4,2,NA,2,NA,184419.66999999998
2018_118,JRO,6,NA,31,30,1,1,NA,2,NA,108621.16
2018_119,JRO,61,NA,134,132,2,2,NA,3,NA,395122.66000000003
2018_12,JRO,32,1,62,59,3,2,NA,3,NA,182431.21
2018_120,CRO,73,NA,40,38,2,1,NA,1,NA,190586
2018_121,JRO,25,1,55,54,1,2,NA,2,NA,126113.65
2018_122,NRO,27,NA,69,68,1,2,NA,2,NA,85850
2018_123,NRO,20,NA,30,29,1,3,NA,1,NA,91468.97
2018_124,NRO,40,NA,86,85,1,2,NA,NA,NA,87870
2018_125,JRO,106,NA,37,36,1,2,NA,1,NA,158503.02
2018_126,JRO,52,NA,38,37,1,2,NA,1,NA,64390.54
2018_127,CRO,28,1,34,29,1,2,2,1,NA,45712.33
2018_128,JRO,77,NA,35,34,1,2,NA,1,NA,82471.28
2018_129,JRO,19,1,70,69,1,2,NA,1,NA,93480.6
2018_13,JRO,19,NA,33,31,2,2,NA,2,NA,142168.68
2018_130,JRO,28,2,89,75,5,4,6,1,NA,445279.51
2018_131,NRO,40,NA,6,6,NA,88,NA,NA,NA,75750
2018_132,NRO,30,NA,86,86,NA,2,NA,NA,NA,69690
2018_133,JRO,15,NA,43,42,1,1,NA,1,NA,144015.07
2018_134,CRO,27,1,31,30,1,2,NA,2,NA,50679.46
2018_135,NRO,10,NA,20,19,1,3,NA,1,NA,57621.44
2018_136,CRO,38,NA,45,42,3,1,NA,1,NA,107571.7
2018_137,NRO,24,NA,83,83,NA,2,NA,NA,NA,58176
2018_138,NRO,30,NA,83,83,NA,2,NA,NA,NA,42420
2018_139,JRO,98,NA,57,56,1,2,NA,2,NA,100480.63
2018_14,JRO,44,1,128,125,3,2,NA,1,NA,375043.31999999995
2018_140,JRO,19,NA,62,61,1,2,NA,1,NA,93883.5
2018_141,NRO,73,NA,62,61,1,2,NA,NA,NA,100000.83
2018_142,CRO,41,1,35,30,1,2,2,1,NA,45194.45
2018_143,NRO,31,1,104,103,1,2,NA,NA,NA,166137.61
2018_144,NRO,29,NA,73,73,NA,NA,NA,NA,NA,58479
2018_145,JRO,43,NA,37,36,1,2,NA,1,NA,90831.9
2018_146,CRO,30,1,37,31,1,2,3,2,NA,46418.82
2018_147,JRO,40,1,89,83,6,3,NA,2,NA,528002.58
2018_148,CRO,29,1,44,43,1,1,NA,1,NA,117917.82
2018_149,NRO,30,NA,85,85,NA,2,NA,NA,NA,52015
2018_15,NRO,35,NA,81,81,NA,2,NA,NA,NA,41713
2018_150,CRO,22,1,37,29,1,2,5,2,NA,45521.54
2018_151,CRO,56,NA,39,38,1,NA,NA,1,NA,107960.72
2018_152,NRO,68,1,91,90,1,2,NA,3,NA,408026.09
2018_153,JRO,20,NA,66,60,6,2,NA,2,NA,340707.11000000004
2018_154,JRO,5,1,15,12,1,1,1,1,NA,166857.2
2018_155,JRO,69,NA,32,31,1,2,NA,1,NA,74899.76
2018_156,JRO,78,1,37,36,1,4,NA,1,NA,79741.23
2018_157,CRO,27,NA,37,29,1,2,5,1,NA,49077.31
2018_158,JRO,96,NA,30,29,1,2,NA,1,NA,94763.19
2018_159,JRO,NA,NA,32,31,1,2,NA,1,NA,73772.85
2018_16,CRO,65,1,44,39,2,2,2,2,NA,118789.79
2018_160,NRO,NA,NA,62,62,NA,2,NA,NA,NA,97970
2018_161,JRO,16,1,66,61,2,2,1,1,NA,175722.27
2018_162,JRO,28,NA,81,78,3,2,NA,3,NA,368077.77
2018_163,CRO,42,1,36,29,1,2,4,1,NA,49681.25
2018_164,NRO,25,NA,66,65,1,2,NA,NA,NA,95618.63
2018_165,CRO,46,1,25,24,1,1,NA,2,NA,40331.34
2018_166,NRO,25,NA,63,63,NA,2,NA,NA,NA,75750
2018_167,JRO,23,NA,56,54,2,3,NA,1,NA,97110.75
2018_168,JRO,69,NA,134,133,1,1,NA,1,NA,366865.61
2018_169,NRO,5,NA,13,12,1,1,NA,NA,NA,155369.36
2018_17,JRO,37,1,54,52,2,3,NA,1,NA,101717.91
2018_170,JRO,4,1,22,21,1,1,NA,1,NA,83027.24
2018_171,NRO,14,NA,31,30,1,2,NA,NA,NA,54136
2018_172,CRO,10,1,39,38,1,NA,NA,1,NA,192356.16
2018_173,NRO,14,NA,32,32,NA,2,NA,NA,NA,65650
2018_174,JRO,81,NA,37,36,1,2,NA,1,NA,103756.26
2018_175,JRO,60,1,85,81,4,3,NA,1,NA,434118.74
2018_176,NRO,94,NA,36,35,1,2,NA,NA,NA,98238.53
2018_177,CRO,46,1,40,34,1,2,3,1,NA,45645.12
2018_178,JRO,93,NA,27,26,1,4,NA,1,NA,77286.76
2018_179,JRO,66,1,75,69,2,2,2,1,NA,217756.42
2018_18,JRO,19,1,59,56,1,1,1,1,NA,169142.54
2018_180,CRO,40,1,32,30,2,2,NA,1,NA,45645.12
2018_181,JRO,34,1,96,91,5,3,NA,1,NA,445403.72
2018_182,NRO,28,NA,64,63,1,2,NA,NA,NA,959650
2018_183,NRO,26,1,56,55,1,2,NA,2,NA,136615.96
2018_184,CRO,34,1,41,38,3,1,NA,1,NA,105399.32
2018_185,CRO,32,NA,40,34,2,2,2,1,NA,44534.33
2018_186,JRO,79,NA,52,48,4,2,NA,1,NA,86101.19
2018_187,NRO,22,NA,60,60,NA,2,NA,NA,NA,60095
2018_188,NRO,12,NA,19,18,1,NA,NA,NA,NA,46313.55
2018_189,JRO,17,NA,72,69,3,5,NA,3,NA,452387.24
2018_19,CRO,53,1,27,24,1,1,1,1,NA,46880.53
2018_190,CRO,57,1,37,35,2,1,NA,1,NA,112944.01
2018_191,NRO,8,1,14,13,1,3,NA,1,NA,143856.01
2018_192,NRO,19,NA,43,41,2,2,NA,NA,NA,64640
2018_193,NRO,29,NA,72,71,1,2,NA,NA,NA,64640
2018_194,JRO,57,1,51,50,1,2,NA,1,NA,NA
2018_195,NRO,38,NA,107,106,1,2,NA,NA,NA,117385.56
2018_196,JRO,15,1,38,37,1,1,NA,1,NA,NA
2018_197,JRO,15,NA,48,47,1,1,NA,1,NA,NA
2018_198,CRO,25,NA,39,33,2,2,2,1,NA,42111.12
2018_199,JRO,2,1,6,5,1,1,NA,1,NA,NA
2018_2,NRO,4,NA,19,18,1,2,NA,NA,NA,80598
2018_20,NRO,3,1,14,13,1,2,NA,NA,NA,166572.93
2018_200,NRO,19,NA,66,65,1,2,NA,NA,NA,72316
2018_201,NRO,13,NA,19,18,1,NA,NA,NA,NA,44769.77
2018_202,NRO,40,1,98,97,1,2,NA,2,NA,120790.95
2018_203,NRO,46,1,101,100,1,1,NA,NA,NA,366363.82
2018_204,JRO,36,NA,92,86,6,4,NA,1,NA,506103.73000000004
2018_205,NRO,27,NA,59,58,1,2,NA,NA,NA,61105
2018_206,NRO,79,1,48,47,1,2,NA,NA,NA,83211.42
2018_207,NRO,50,NA,87,86,1,2,NA,2,NA,123194.75
2018_208,NRO,14,NA,20,19,1,NA,NA,NA,NA,44769.77
2018_209,CRO,36,1,35,28,3,2,2,1,NA,32483.43
2018_21,NRO,27,NA,76,76,NA,2,NA,NA,NA,55530
2018_210,NRO,28,NA,64,63,1,2,NA,NA,NA,60095
2018_211,JRO,108,NA,40,39,1,2,NA,1,NA,NA
2018_212,NRO,16,NA,49,48,1,2,NA,NA,NA,170923.54
2018_213,JRO,95,NA,37,36,1,2,NA,1,NA,NA
2018_214,CRO,16,1,40,38,2,NA,NA,2,NA,44158.37
2018_215,NRO,45,NA,111,110,1,2,NA,2,NA,123395.07
2018_216,NRO,39,NA,78,77,1,3,NA,1,NA,95669.91
2018_217,NRO,12,NA,18,17,1,NA,NA,NA,NA,44769.77
2018_218,JRO,18,1,41,40,1,1,NA,1,NA,NA
2018_219,NRO,8,NA,22,20,2,2,NA,NA,NA,79970
2018_22,JRO,137,NA,58,56,2,2,NA,2,NA,210941.72000000003
2018_220,NRO,17,NA,31,30,1,2,NA,NA,NA,71388.33
2018_221,CRO,24,1,39,36,1,1,1,1,NA,41987.5
2018_222,NRO,17,NA,71,70,1,2,NA,NA,NA,98239.26
2018_223,NRO,35,NA,39,38,1,2,NA,NA,NA,97575.55
2018_224,NRO,1,NA,5,4,1,1,NA,NA,NA,80800
2018_225,NRO,9,NA,16,14,2,NA,NA,NA,NA,44264.77
2018_226,NRO,14,NA,32,30,2,2,NA,NA,NA,47024.65
2018_227,JRO,126,NA,44,43,1,4,NA,1,NA,NA
2018_228,JRO,24,1,57,55,2,2,NA,3,NA,NA
2018_229,JRO,28,2,61,60,1,1,NA,1,NA,NA
2018_23,JRO,42,NA,53,52,1,2,NA,2,NA,91997.74
2018_230,CRO,37,1,38,37,1,2,NA,1,NA,109996.57
2018_231,NRO,14,NA,33,32,1,2,NA,NA,NA,55550
2018_232,JRO,17,NA,52,51,1,1,NA,1,NA,NA
2018_233,NRO,10,1,29,28,1,2,NA,2,NA,112842.58
2018_234,CRO,72,1,42,40,2,2,NA,1,NA,166105.89
2018_235,CRO,28,NA,39,34,1,2,2,1,NA,44224.98
2018_236,NRO,96,1,42,41,1,2,NA,NA,NA,79359.68
2018_237,NRO,17,NA,66,65,1,2,NA,NA,NA,97265.24
2018_238,JRO,18,NA,57,54,3,3,NA,NA,NA,1567.07
2018_239,NRO,40,NA,83,82,1,2,NA,NA,NA,59799.75
2018_24,JRO,20,1,35,33,2,1,NA,1,NA,163095.49
2018_240,JRO,13,1,43,42,1,1,NA,2,NA,NA
2018_241,JRO,92,1,26,25,1,2,NA,1,NA,NA
2018_242,CRO,21,1,39,33,2,2,2,1,NA,42898.41
2018_243,JRO,98,1,30,29,1,2,NA,2,NA,NA
2018_244,NRO,39,NA,80,79,1,2,NA,NA,NA,66560
2018_245,JRO,25,1,99,95,4,2,NA,3,NA,43474.74
2018_246,JRO,22,NA,45,43,2,3,1,2,NA,NA
2018_247,CRO,29,1,53,48,1,2,2,1,NA,43888.14
2018_248,NRO,41,1,88,88,NA,2,NA,2,NA,61105
2018_249,JRO,25,1,56,53,3,1,NA,NA,NA,NA
2018_25,JRO,20,1,59,55,4,1,NA,NA,NA,331459.75999999995
2018_250,NRO,2,NA,4,3,1,NA,NA,1,NA,55377.96
2018_251,NRO,38,NA,82,81,1,2,NA,NA,NA,65650
2018_252,JRO,2,1,11,10,1,1,NA,2,NA,NA
2018_253,NRO,6,NA,19,18,1,2,NA,1,NA,142306.41
2018_254,JRO,17,1,67,66,1,1,NA,1,NA,NA
2018_255,CRO,31,1,39,33,2,2,2,1,NA,43335.74
2018_256,JRO,4,1,21,19,2,3,NA,1,NA,36062.72
2018_257,NRO,33,NA,71,70,1,2,NA,2,NA,53833
2018_258,NRO,31,NA,104,103,1,2,NA,2,NA,319000
2018_259,NRO,27,NA,74,73,1,2,NA,NA,NA,70498
2018_26,JRO,25,NA,66,65,1,2,NA,4,NA,65721.28
2018_260,JRO,32,1,82,77,5,5,NA,2,NA,198002.04
2018_261,JRO,60,NA,38,37,1,2,NA,1,NA,NA
2018_262,CRO,36,1,36,33,3,2,NA,1,NA,120924.17
2018_263,JRO,115,NA,39,37,2,2,NA,2,NA,NA
2018_264,JRO,18,NA,57,56,1,2,NA,1,NA,NA
2018_265,CRO,25,1,39,37,2,2,NA,1,NA,105528.09
2018_266,JRO,101,1,43,42,1,4,NA,1,NA,NA
2018_267,NRO,36,NA,77,76,1,2,NA,NA,NA,64539
2018_268,JRO,19,1,34,33,1,1,NA,1,NA,NA
2018_269,CRO,35,NA,38,32,2,2,2,1,NA,42779.44
2018_27,CRO,23,1,29,28,1,2,NA,2,NA,54417.22
2018_270,JRO,10,NA,34,33,1,2,NA,1,NA,NA
2018_271,JRO,52,NA,39,38,1,2,NA,1,NA,NA
2018_272,CRO,65,1,44,43,1,1,NA,1,NA,100047.27
2018_273,JRO,31,1,97,91,6,4,NA,2,NA,NA
2018_274,NRO,NA,NA,85,84,1,2,NA,NA,NA,52520
2018_275,NRO,40,NA,95,94,1,2,NA,NA,NA,47268
2018_276,NRO,15,NA,24,23,1,2,NA,1,NA,61511.03
2018_277,CRO,31,1,35,33,2,2,NA,1,NA,43363.42
2018_278,JRO,10,NA,27,26,1,1,NA,1,NA,NA
